pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_kmag,sy_kmagerr1,sy_kmagerr2
Kepler-309 c,105.35638300000,0.00085700000,-0.00085700000,0,0.4010000000,,,0,0.22400000,0.01600000,-0.01600000,0,,,,,,,,,,,,,,,,,2454971.68392000,0.00345000,-0.00345000,0,0.400000,0.240000,-0.240000,0,,,,,3.6580000,0.1680000,-0.1680000,0,,,,,,,,,,,,,,,,,,,,,,,,,,4713.00,100.00,-100.00,0,0.721000,0.040000,-0.040000,0,,,,,,,,,,4.612000,0.150000,-0.150000,0,19h50m02.37s,297.5098911,+46d57m41.08s,46.9614121,12.8520000,0.0280000,-0.0280000
Kepler-85 d,17.91323000000,0.00026600000,-0.00026600000,0,0.1300000000,,,0,0.10700000,0.01700000,-0.01700000,0,,,,,,,,,,,,,,,,,2454968.53773000,0.00950000,-0.00950000,0,0.000000,0.230000,-0.230000,0,,,,,4.5100000,0.2550000,-0.2550000,0,,,,,,,,,,,,,,,,,,,,,,,,,,5436.00,100.00,-100.00,0,0.893000,0.130000,-0.130000,0,,,,,,,,,,4.494000,0.150000,-0.150000,0,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,13.0830000,0.0230000,-0.0230000
Kepler-402 b,4.02875100000,0.00001900000,-0.00001900000,0,0.0510000000,,,0,0.10900000,0.02100000,-0.02100000,0,,,,,,,,,,,,,,,,,2454966.76902000,0.00310000,-0.00310000,0,0.060000,0.230000,-0.230000,0,,,,,2.9850000,0.0870000,-0.0870000,0,,,,,,,,,,,,,,,,,,,,,,,,,,6090.00,120.00,-120.00,0,1.264000,0.244000,-0.244000,0,,,,,,,,,,4.278000,0.150000,-0.150000,0,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,11.9930000,0.0180000,-0.0180000
Kepler-333 c,24.08821000000,0.00020700000,-0.00020700000,0,0.1350000000,,,0,0.09900000,0.01800000,-0.01800000,0,,,,,,,,,,,,,,,,,2454967.42547000,0.00501000,-0.00501000,0,0.740000,0.340000,-0.340000,0,,,,,3.9900000,0.1400000,-0.1400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,4259.00,200.00,-200.00,0,0.534000,0.054000,-0.054000,0,,,,,,,,,,4.732000,0.300000,-0.300000,0,19h29m08.67s,292.2861201,+40d54m48.75s,40.9135429,12.1180000,0.0250000,-0.0250000
K2-29 b,3.25883210000,0.00000190000,-0.00000190000,0,0.0421700000,0.0002400000,-0.0002400000,0,1.19000000,0.02000000,-0.02000000,0,0.73000000,0.04000000,-0.04000000,0,0.530000,0.040000,-0.040000,0,0.066000,0.022000,-0.022000,0,86.65600,0.11000,-0.08000,0,2453219.00950000,0.00220000,-0.00220000,0,0.580000,0.020000,-0.020000,0,,,,,2.2200000,0.0100000,-0.0100000,0,10.510000,0.150000,-0.150000,0,0.14188000,0.00062000,-0.00062000,0,,,,,132.0000,21.0000,-21.0000,0,1.500,8.700,-8.700,0,,,,,G7 V,5358.00,38.00,-38.00,0,0.860000,0.010000,-0.010000,0,0.940000,0.020000,-0.020000,0,0.1600,0.0300,-0.0300,0,[Fe/H],4.540000,0.012000,-0.012000,0,04h10m40.90s,62.6704220,+24d24m05.96s,24.4016558,10.0620000,0.0340000,-0.0340000
Kepler-717 b,4.40840023000,0.00001493000,-0.00001493000,0,,,,,0.21589794,0.02230351,-0.03122491,0,,,,,,,,,,,,,,,,,2455005.18930000,0.00289000,-0.00289000,0,,,,,,,,,4.9330000,0.1200000,-0.1200000,0,,,,,0.02605300,0.00002400,-0.00323500,0,,,,,,,,,,,,,,,,,,5485.00,120.85,-81.84,0,0.850000,0.087000,-0.061000,0,0.880000,0.051000,-0.054000,0,-0.1200,0.1550,-0.1740,0,[Fe/H],4.530000,0.046000,-0.097000,0,19h31m51.72s,292.9655071,+43d20m46.84s,43.3463450,13.9960000,0.0600000,-0.0600000
Kepler-758 e,8.19347190000,0.00010360000,-0.00010360000,0,,,,,0.13649746,0.02854849,-0.02230351,0,,,,,,,,,,,,,,,,,2454971.99210000,0.01060000,-0.01060000,0,,,,,,,,,5.0470000,0.3180000,-0.3180000,0,,,,,0.00999400,0.00047400,-0.00053800,0,,,,,,,,,,,,,,,,,,6228.00,72.21,-60.59,0,1.420000,0.313000,-0.225000,0,1.160000,0.122000,-0.082000,0,-0.1000,0.1200,-0.1320,0,[Fe/H],4.190000,0.133000,-0.133000,0,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,13.1100000,0.0350000,-0.0350000
TOI-771 b,2.32601550000,0.00000100000,-0.00000090000,0,0.0208000000,0.0009000000,-0.0010000000,0,0.12133128,0.00892142,-0.00892142,0,0.00777149,0.00100683,-0.00097537,0,5.400000,1.400000,-1.400000,0,0.055000,0.047000,-0.036000,0,89.30000,0.50000,-0.50000,0,2458572.41910000,0.00030000,-0.00030000,0,0.220000,0.180000,-0.160000,0,,,,,0.9600000,0.0400000,-0.0500000,0,18.900000,1.100000,-1.100000,0,0.05369000,0.00080000,-0.00080000,0,,,,,-130.0000,38.0000,-66.0000,0,,,,,,,,,M3,3370.00,100.00,-100.00,0,0.232000,0.017000,-0.023000,0,0.220000,0.030000,-0.035000,0,-0.1300,0.0700,-0.0700,0,[Fe/H],4.800000,0.070000,-0.070000,0,10h56m27.33s,164.1138903,-72d59m06.62s,-72.9851736,9.6640000,0.0210000,-0.0210000
NGTS-20 b,54.18915000000,0.00015000000,-0.00015000000,0,0.3130000000,0.0130000000,-0.0130000000,0,1.07000000,0.04000000,-0.04000000,0,2.98000000,0.16000000,-0.15000000,0,,,,,0.432000,0.023000,-0.023000,0,88.40000,0.60000,-0.60000,0,2458432.97980000,0.00250000,-0.00250000,0,0.846000,0.014000,-0.015000,0,,,,,4.5500000,0.0900000,-0.0800000,0,,,,,0.06180000,0.00120000,-0.00120000,0,,,,,66.1000,3.2000,-3.2000,0,,,,,,,,,G1 IV,5980.00,80.00,-80.00,0,1.780000,0.050000,-0.050000,0,1.470000,0.090000,-0.090000,0,0.1500,0.0800,-0.0800,0,[Fe/H],3.800000,0.200000,-0.200000,0,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,9.8300000,0.0190000,-0.0190000
K2-279 b,7.12260500000,0.00164700000,-0.00160100000,0,0.0670000000,0.0008000000,-0.0009000000,0,0.10794897,0.01248996,-0.01248996,0,,,,,,,,,,,,,,,,,2457222.13278000,0.00782000,-0.00833000,0,0.540000,0.360000,-0.360000,0,,,,,,,,,14.450000,2.780000,-6.780000,0,0.01290000,0.00210000,-0.00090000,0,,,,,,,,,,,,,,,,,,5558.00,70.00,-70.00,0,0.860000,0.010000,-0.010000,0,0.790000,0.030000,-0.030000,0,-0.3700,0.0500,-0.0500,0,[Fe/H],4.460000,0.020000,-0.020000,0,13h39m07.03s,204.7792935,-06d02m30.33s,-6.0417592,9.9940000,0.0240000,-0.0240000
TOI-1516 b,2.05601400000,0.00000200000,-0.00000200000,0,,,,,1.36000000,0.03000000,-0.03000000,0,3.16000000,0.12000000,-0.12000000,0,,,,,,,,,90.00000,0.40000,-0.40000,0,2458765.32500000,0.00010000,-0.00010000,0,0.090000,0.100000,-0.070000,0,,,,,2.8260000,0.0150000,-0.0140000,0,6.220000,0.041000,-0.077000,0,0.12240000,0.00050000,-0.00050000,0,,,,,,,,,,,,,,,,,F8 V,6520.00,90.00,-90.00,0,1.140000,0.020000,-0.020000,0,1.140000,0.060000,-0.060000,0,-0.0500,0.1000,-0.1000,0,[Fe/H],4.250000,0.150000,-0.150000,0,22h40m20.31s,340.0846204,+69d30m13.43s,69.5037313,9.6690000,0.0210000,-0.0210000
TOI-2152 A b,3.37735120000,0.00000600000,-0.00000610000,0,0.0506400000,0.0009300000,-0.0011000000,0,1.28100000,0.05000000,-0.04600000,0,2.83000000,0.38000000,-0.37000000,0,1.670000,0.310000,-0.290000,0,0.057000,0.068000,-0.040000,0,86.42000,1.40000,-0.85000,0,2458927.64980000,0.00023000,-0.00023000,0,0.415000,0.098000,-0.180000,0,0.66600000,0.02000000,-0.01900000,0,3.7150000,0.0410000,-0.0380000,0,6.760000,0.260000,-0.310000,0,0.08160000,0.00120000,-0.00120000,0,,,,,96.0000,83.0000,-89.0000,0,,,,,,,,,F4 V,6630.00,300.00,-290.00,0,1.612000,0.056000,-0.051000,0,1.516000,0.085000,-0.100000,0,0.2820,0.0750,-0.0790,0,[Fe/H],4.205000,0.038000,-0.048000,0,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231,9.5970000,0.0240000,-0.0240000
TOI-3693 b,9.08851600000,0.00002600000,-0.00002700000,0,0.0813000000,0.0011000000,-0.0012000000,0,1.12400000,0.02900000,-0.02300000,0,1.02000000,0.24000000,-0.22000000,0,0.890000,0.220000,-0.200000,0,0.000000,0.048000,-0.052000,0,89.57000,0.29000,-0.28000,0,2458806.68164000,0.00032000,-0.00031000,0,0.170000,0.100000,-0.110000,0,2.13400000,0.04100000,-0.03900000,0,3.5568000,0.0288000,-0.0264000,0,22.130000,0.300000,-0.470000,0,,,,,,,,,,,,,,,,,,,,,,5321.00,86.00,-82.00,0,0.791000,0.017000,-0.014000,0,0.867000,0.036000,-0.037000,0,0.0710,0.0790,-0.0760,0,[Fe/H],4.581000,0.014000,-0.021000,0,01h02m37.05s,15.6543938,+51d18m14.01s,51.3038918,10.1510000,0.0200000,-0.0200000
TOI-6054.02,12.56363600000,0.00009100000,-0.00007900000,0,0.1079000000,0.0067000000,-0.0067000000,0,0.25158398,0.01516641,-0.01427427,0,0.02926107,0.00597807,-0.00597807,0,2.250000,0.680000,-0.570000,0,0.332000,0.071000,-0.082000,0,88.82000,0.81000,-0.84000,0,2458826.89290000,0.00840000,-0.00850000,0,0.280000,0.240000,-0.190000,0,0.02430000,0.00200000,-0.00190000,0,6.6200000,0.4100000,-0.6100000,0,13.990000,0.600000,-0.650000,0,0.01557000,0.00063000,-0.00062000,0,,,,,-163.0000,17.0000,-12.0000,0,,,,,,,,,,6047.00,50.00,-50.00,0,1.662000,0.071000,-0.071000,0,1.107000,0.040000,-0.040000,0,-0.0700,0.0800,-0.0800,0,[Fe/H],4.100000,0.100000,-0.100000,0,03h45m20.88s,56.3370070,+60d21m03.30s,60.3509170,6.6730000,0.0240000,-0.0240000
TOI-1260 b,3.12746300000,0.00000500000,-0.00000500000,0,0.0367000000,0.0011000000,-0.0011000000,0,0.21500617,0.00446071,-0.00446071,0,0.02693277,0.00484538,-0.00484538,0,3.350000,0.640000,-0.640000,0,0.000000,,,0,89.03000,0.61000,-0.61000,0,2459065.56426900,0.00039600,-0.00039600,0,0.200000,0.120000,-0.120000,0,0.10820000,0.00370000,-0.00370000,0,2.0600000,0.0200000,-0.0200000,0,11.730000,0.350000,-0.350000,0,0.03290000,0.00060000,-0.00060000,0,,,,,0.0000,,,0,,,,,,,,,,4227.00,85.00,-85.00,0,0.672000,0.010000,-0.010000,0,0.679000,0.095000,-0.057000,0,-0.1000,0.0700,-0.0700,0,[Fe/H],4.570000,0.050000,-0.050000,0,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,8.9500000,0.0220000,-0.0220000
TOI-2084 b,6.07842470000,0.00000960000,-0.00000960000,0,0.0500600000,0.0010300000,-0.0010300000,0,0.22035902,0.01159784,-0.01159784,0,,,,,,,,,,,,,89.15000,0.15000,-0.15000,0,2458741.07323000,0.00065000,-0.00065000,0,0.336000,0.061000,-0.061000,0,0.19500000,0.02710000,-0.02730000,0,2.0300000,0.0300000,-0.0300000,0,22.660000,0.390000,-0.390000,0,,,,,,,,,,,,,,,,,,,,,M2+/-0.5,3551.00,49.00,-52.00,0,0.475000,0.014000,-0.014000,0,0.453000,0.029000,-0.027000,0,-0.1300,0.2000,-0.2000,0,[Fe/H],4.750000,0.050000,-0.050000,0,17h17m01.09s,259.2545389,+72d44m49.28s,72.7470231,11.1480000,0.0200000,-0.0200000
TOI-6420 b,6.96150800000,0.00001200000,-0.00001200000,0,0.0753000000,0.0014000000,-0.0017000000,0,1.06500000,0.06500000,-0.05900000,0,8.20000000,0.36000000,-0.40000000,0,8.400000,1.700000,-1.500000,0,0.078000,0.014000,-0.013000,0,85.80000,0.27000,-0.30000,0,2459909.27030000,0.00120000,-0.00120000,0,0.849000,0.018000,-0.020000,0,0.64900000,0.03300000,-0.03200000,0,2.7504000,0.0840000,-0.0816000,0,12.330000,0.560000,-0.570000,0,0.08350000,0.00270000,-0.00250000,0,,,,,48.4000,9.4000,-11.0000,0,,,,,,,,,,6020.00,140.00,-150.00,0,1.312000,0.051000,-0.048000,0,1.165000,0.069000,-0.078000,0,0.2400,0.0740,-0.0770,0,[Fe/H],4.268000,0.044000,-0.048000,0,08h22m10.63s,125.5443036,-19d07m27.43s,-19.1242852,11.6150000,0.0240000,-0.0240000
TOI-2015 b,3.34823700000,0.00003500000,-0.00003000000,0,0.0293220000,0.0000030000,-0.0000030000,0,0.29520972,0.00115978,-0.00098136,0,0.02894644,0.00100683,-0.00110122,0,1.400000,0.052000,-0.056000,0,0.078900,0.001800,-0.001600,0,87.61000,0.01000,-0.01000,0,2459424.78570000,0.00016000,-0.00015000,0,0.743460,0.002900,-0.003000,0,,,,,0.9876000,0.0029000,-0.0034000,0,19.281100,0.006100,-0.006000,0,0.09278000,0.00035000,-0.00030000,0,,,,,,,,,,,,,,,,,M4 +/- 0.5,3297.00,14.00,-28.00,0,0.327300,0.002900,-0.005100,0,0.304100,0.035300,-0.031200,0,-0.3100,0.1600,-0.1600,0,[Fe/H],5.040000,0.040000,-0.040000,0,15h28m31.84s,232.1326528,+27d21m39.86s,27.3610730,10.2630000,0.0190000,-0.0190000
Kepler-1214 b,18.82634264000,0.00008784000,-0.00008784000,0,,,,,0.21054510,0.01695066,-0.00981354,0,,,,,,,,,,,,,,,,,2454967.70171000,0.00393000,-0.00393000,0,,,,,,,,,2.3330000,0.0925000,-0.0925000,0,,,,,0.02695900,0.00161500,-0.00062600,0,,,,,,,,,,,,,,,,,,5130.00,48.18,-47.96,0,0.800000,0.043000,-0.032000,0,0.850000,0.033000,-0.038000,0,0.0500,0.1550,-0.1460,0,[Fe/H],4.570000,0.027000,-0.055000,0,19h00m34.25s,285.1427113,+49d48m02.36s,49.8006565,13.3510000,0.0440000,-0.0440000
TOI-558 b,14.57407100000,0.00002600000,-0.00002600000,0,0.1291000000,0.0020000000,-0.0021000000,0,1.08600000,0.04100000,-0.03800000,0,3.61000000,0.15000000,-0.15000000,0,3.500000,0.430000,-0.410000,0,0.298000,0.022000,-0.020000,0,86.24000,0.19000,-0.22000,0,2458871.07253000,0.00053000,-0.00053000,0,0.907300,0.006600,-0.006700,0,0.55700000,0.01900000,-0.01700000,0,2.7050000,0.0480000,-0.0460000,0,18.560000,0.570000,-0.580000,0,0.07460000,0.00130000,-0.00110000,0,,,,,132.3000,3.6000,-3.8000,0,,,,,,,,,F V,6466.00,95.00,-93.00,0,1.496000,0.042000,-0.040000,0,1.349000,0.064000,-0.065000,0,-0.0040,0.0590,-0.0550,0,[Fe/H],4.218000,0.030000,-0.031000,0,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,10.2620000,0.0230000,-0.0230000
CoRoT-19 b,3.89713000000,0.00002000000,-0.00002000000,0,0.0518000000,0.0008000000,-0.0008000000,0,1.29000000,0.03000000,-0.03000000,0,1.11000000,0.06000000,-0.06000000,0,0.710000,0.060000,-0.060000,0,0.047000,0.045000,-0.045000,0,88.00000,0.70000,-0.70000,0,2455257.44102000,0.00060000,-0.00060000,0,0.240000,0.080000,-0.080000,0,,,,,4.7000000,0.1000000,-0.1000000,0,6.700000,0.100000,-0.100000,0,0.07860000,0.00040000,-0.00040000,0,,,,,,,,,-52.000,27.000,-22.000,0,,,,,F9 V,6090.00,70.00,-70.00,0,1.650000,0.040000,-0.040000,0,1.210000,0.050000,-0.050000,0,-0.0200,0.1000,-0.1000,0,[Fe/H],4.070000,0.030000,-0.030000,0,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,11.8370000,0.0240000,-0.0240000
TOI-5386 A b,3.62156552000,0.00000083000,-0.00000083000,0,0.0485600000,0.0007500000,-0.0007700000,0,1.31200000,0.02900000,-0.02800000,0,0.48800000,0.04800000,-0.04600000,0,0.268000,0.029000,-0.028000,0,0.072000,,,1,83.95100,0.09500,-0.09400,0,2459621.28242000,0.00014000,-0.00014000,0,0.883500,0.003900,-0.003900,0,1.17200000,0.02700000,-0.02400000,0,2.2230000,0.0160000,-0.0160000,0,8.384000,0.099000,-0.096000,0,,,,,,,,,,,,,,,,,,,,,,6094.00,67.00,-65.00,0,1.245000,0.022000,-0.022000,0,1.165000,0.055000,-0.055000,0,0.1820,0.0930,-0.0890,0,[Fe/H],4.314000,0.013000,-0.013000,0,15h04m25.66s,226.1069193,+60d32m10.43s,60.5362318,10.4140000,0.0160000,-0.0160000
Kepler-1472 b,38.13128310000,0.00057550000,-0.00057550000,0,,,,,0.16950665,0.06780266,-0.03211705,0,,,,,,,,,,,,,,,,,2454992.36660000,0.02080000,-0.02080000,0,,,,,,,,,6.3450000,0.8050000,-0.8050000,0,,,,,0.01425200,0.00002000,-0.00171400,0,,,,,,,,,,,,,,,,,,6159.00,92.70,-114.64,0,1.250000,0.498000,-0.178000,0,1.160000,0.161000,-0.087000,0,0.0300,0.1290,-0.1470,0,[Fe/H],4.310000,0.111000,-0.232000,0,19h39m24.63s,294.8526163,+49d03m26.81s,49.0574468,13.2550000,0.0380000,-0.0380000
K2-264 c,19.66030200000,0.00349600000,-0.00333700000,0,0.1128300000,0.0009500000,-0.0009700000,0,0.23802302,0.01793202,-0.01730752,0,,,,,,,,,,,,,89.38000,0.22000,-0.13000,0,2458117.09169000,0.00485000,-0.00447000,0,0.550000,0.120000,-0.200000,0,,,,,2.6180000,0.2710000,-0.2330000,0,51.300000,0.820000,-0.840000,0,0.05164000,0.00368000,-0.00354000,0,,,,,,,,,,,,,,,,,,3660.00,80.00,-45.00,0,0.473000,0.011000,-0.011000,0,0.496000,0.013000,-0.013000,0,-0.0130,0.1800,-0.1800,0,[Fe/H],4.783000,0.012000,-0.012000,0,08h45m26.00s,131.3583524,+19d41m54.24s,19.6984010,12.1830000,0.0200000,-0.0200000
Kepler-800 b,14.13176026000,0.00004273000,-0.00004273000,0,,,,,0.25425997,0.03033277,-0.02319565,0,,,,,,,,,,,,,,,,,2454975.26113000,0.00256000,-0.00256000,0,,,,,,,,,3.8540000,0.0825000,-0.0825000,0,,,,,0.03232100,0.00300800,-0.00186200,0,,,,,,,,,,,,,,,,,,5315.00,60.48,-67.05,0,0.820000,0.061000,-0.058000,0,0.850000,0.045000,-0.054000,0,-0.0900,0.1580,-0.1800,0,[Fe/H],4.550000,0.041000,-0.077000,0,19h06m17.94s,286.5747697,+44d47m42.67s,44.7951858,13.9160000,0.0510000,-0.0510000
HD 63433 c,20.54382810000,0.00002380000,-0.00002360000,0,,,,,0.24000000,0.01000000,-0.00800000,0,0.04889116,0.01214806,-0.01196243,0,4.630000,1.297000,-1.200000,0,,,,,89.07000,0.08900,-0.10400,0,2458844.05893810,0.00064000,-0.00066650,0,0.544000,0.041000,-0.038000,0,,,,,,,,,33.479000,0.931000,-1.098000,0,0.02600000,0.00040000,-0.00040000,0,,,,,,,,,,,,,,,,,G5 V,5553.00,56.00,-56.00,0,0.934000,0.029000,-0.029000,0,0.956000,0.022000,-0.022000,0,-0.0700,0.0300,-0.0300,0,[Fe/H],4.560000,0.080000,-0.080000,0,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,5.2580000,0.0160000,-0.0160000
HD 110113 c,6.74400000000,0.00800000000,-0.00900000000,0,0.0680000000,0.0010000000,-0.0020000000,0,,,,,0.03303653,0.00377560,-0.00377560,0,,,,,0.045000,0.079000,-0.038000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,5732.00,50.00,-50.00,0,0.968000,0.018000,-0.018000,0,0.997000,0.060000,-0.060000,0,0.1400,0.0200,-0.0200,0,[Fe/H],4.460000,0.050000,-0.050000,0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,8.5020000,0.0240000,-0.0240000
HD 110082 b,10.18271000000,0.00004000000,-0.00004000000,0,0.1130000000,0.0090000000,-0.0130000000,0,0.28548488,0.00892140,-0.00892140,0,,,,,,,,,0.200000,0.200000,-0.100000,0,88.20000,1.10000,-0.70000,0,2458629.90900000,0.00100000,-0.00100000,0,0.500000,0.200000,-0.300000,0,,,,,2.9100000,0.0600000,-0.0400000,0,20.000000,2.000000,-2.000000,0,0.02500000,0.00100000,-0.00100000,0,,,,,138.0000,60.0000,-100.0000,0,,,,,,,,,F8 V,6200.00,100.00,-100.00,0,1.190000,0.060000,-0.060000,0,1.210000,0.060000,-0.060000,0,0.0800,0.0500,-0.0500,0,[Fe/H],4.200000,0.300000,-0.300000,0,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,8.0020000,0.0310000,-0.0310000
HD 63935 b,9.05880700000,0.00001500000,-0.00001500000,0,0.0830000000,0.0020000000,-0.0020000000,0,0.26012646,0.00829547,-0.00687534,0,0.03303669,0.00503416,-0.00471953,0,2.320000,0.500000,-0.650000,0,0.000000,,,0,,,,,2458494.44674000,0.00094000,-0.00094000,0,0.295800,0.255452,-0.198126,0,,,,,3.7026559,0.0448481,-0.0419236,0,,,,,0.02785090,0.00074300,-0.00055444,0,,,,,90.0000,,,0,,,,,,,,,,5513.00,71.00,-73.00,0,0.959800,0.016800,-0.016700,0,0.940600,0.034200,-0.031800,0,0.1070,0.0540,-0.0570,0,[Fe/H],4.445000,0.024000,-0.024000,0,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,6.8810000,0.0210000,-0.0210000
HD 25463 c,3.04405000000,0.00001000000,-0.00001000000,0,0.0443000000,0.0008000000,-0.0008000000,0,0.12164795,0.01163854,-0.00857816,0,0.01352931,0.00597807,-0.00597807,0,9.090000,4.320000,-5.870000,0,0.000000,,,0,,,,,2458438.47300000,0.00200000,-0.00200000,0,0.689382,0.228893,-0.433187,0,,,,,1.3514496,0.0627514,-0.0645499,0,,,,,0.00881451,0.00082991,-0.00060495,0,,,,,90.0000,,,0,,,,,,,,,,6353.00,85.00,-77.00,0,1.418200,0.024100,-0.023000,0,1.251000,0.024800,-0.022900,0,-0.0180,0.0540,-0.0620,0,[Fe/H],4.227000,0.019000,-0.014000,0,04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,5.7060000,0.0180000,-0.0180000
HD 109833 b,9.18852600000,0.00002600000,-0.00002600000,0,,,,,0.25765055,0.01356056,-0.01133020,0,,,,,,,,,0.180000,0.240000,-0.120000,0,88.13000,1.00000,-0.55000,0,2456437.57374000,0.00091000,-0.00097000,0,0.610000,0.150000,-0.330000,0,,,,,,,,,19.900000,1.900000,-2.100000,0,0.02650000,0.00140000,-0.00120000,0,,,,,,,,,,,,,,,,,,5881.00,50.00,-50.00,0,1.000000,0.040000,-0.040000,0,1.080000,0.050000,-0.050000,0,-0.0700,0.0800,-0.0800,0,[M/H],4.450000,0.100000,-0.100000,0,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,7.8200000,0.0260000,-0.0260000
HD 235088 b,7.43413250000,0.00000420000,-0.00000440000,0,0.0706000000,0.0005400000,-0.0005500000,0,0.17682250,0.00642342,-0.00615578,0,0.01305736,0.00261147,-0.00261147,0,2.922216,0.661634,-0.661634,0,0.000000,,,0,88.74000,0.20000,-0.19000,0,2458705.64614000,0.00062000,-0.00059000,0,0.435000,0.051000,-0.060000,0,,,,,2.6730000,0.0170000,-0.0180000,0,19.710000,0.550000,-0.540000,0,0.02360000,0.00028000,-0.00028000,0,,,,,,,,,,,,,,,,,K V,5075.00,75.00,-75.00,0,0.772000,0.029000,-0.029000,0,0.849000,0.009000,-0.009000,0,-0.0200,0.0300,-0.0300,0,[Fe/H],4.550000,0.050000,-0.050000,0,20h02m27.71s,300.6154535,+53d22m38.79s,53.3774418,7.0840000,0.0160000,-0.0160000
Kepler-599 b,15.65562652000,0.00003161000,-0.00003161000,0,,,,,0.25336783,0.01338210,-0.02854849,0,,,,,,,,,,,,,,,,,2455003.78357000,0.00153000,-0.00153000,0,,,,,,,,,4.1075000,0.0737000,-0.0737000,0,,,,,0.03252400,0.00039600,-0.00343700,0,,,,,,,,,,,,,,,,,,5127.00,78.75,-90.28,0,0.790000,0.040000,-0.036000,0,0.830000,0.038000,-0.043000,0,-0.0200,0.1400,-0.1480,0,[Fe/H],4.570000,0.027000,-0.055000,0,19h03m38.78s,285.9115968,+41d04m10.23s,41.0695091,12.9720000,0.0280000,-0.0280000
TOI-1710 b,24.28337700000,0.00002600000,-0.00002600000,0,0.1660000000,0.0030000000,-0.0013000000,0,0.46419489,0.00857642,-0.00814063,0,0.07047828,0.01290004,-0.01258541,0,0.870000,0.200000,-0.250000,0,0.000000,,,0,,,,,2458836.96292000,0.00051000,-0.00051000,0,0.135157,0.126760,-0.094052,0,,,,,5.2551434,0.0261663,-0.0228685,0,,,,,0.04982299,0.00037375,-0.00035528,0,,,,,90.0000,,,0,,,,,,,,,,5684.00,64.00,-68.00,0,0.957400,0.016200,-0.015300,0,1.025800,0.023600,-0.029700,0,0.1470,0.0450,-0.0530,0,[Fe/H],4.486000,0.015000,-0.020000,0,06h17m08.12s,94.2838373,+76d12m39.67s,76.2110200,7.9590000,0.0260000,-0.0260000
K2-43 b,3.47114900000,0.00010400000,-0.00005200000,0,,,,,0.40235525,0.03925417,-0.01695066,0,,,,,,,,,,,,,89.60000,1.35000,-0.67000,0,2456809.88430000,0.00071000,-0.00071000,0,0.110000,0.320000,-0.170000,0,,,,,,,,,8.000000,0.490000,-0.250000,0,0.04298000,0.00231800,-0.00167700,0,,,,,,,,,,,,,,,,,,3840.60,98.80,-49.50,0,0.542000,0.049000,-0.022000,0,0.571000,0.111000,-0.055000,0,,,,,,,,,,11h16m28.09s,169.1170280,-03d58m31.59s,-3.9754405,11.5770000,0.0240000,-0.0240000
